shipment_id,company_id,commodity,weight_kg,declared_value_usd,physical_value_usd,igm_quantity,bol_quantity,invoice_quantity,igm_value,bol_value,invoice_value,actual_origin_country,declared_origin_country,route,route_risk_score,account_age_days,company_trust_score,kyc_verified,submission_hour,burst_count,linked_company_id,shared_director_flag,pickup_attempts,driver_verified,risk_score,is_anomalous,fraud_type,temperature_celsius,volume_cbm
SHP0000536,COMP00055,chemicals,9480,1166145.1,1159364.4,9421.88,9526.73,9629.22,1178123.24,1162226.87,1177547.3,Shanghai,Shanghai,Shanghai → India,20,1304,81,1,10,2,,0,1,1,5,0,normal,,
SHP0000001,COMP00080,gold,36,2158338.68,2212815.82,36.3,36.2,35.49,2132830.97,2167579.14,2157819.08,Rotterdam,Rotterdam,Rotterdam → India,15,2222,82,1,16,2,,0,1,1,10,0,normal,,
SHP0000011,COMP00111,gold,87,5183340.7,5359464.84,88.28,86.84,87.18,5132313.52,5151837.71,5184482.67,Antwerp,Antwerp,Antwerp → India,18,721,56,1,14,1,,0,1,1,19,0,normal,,
SHP0000311,COMP00039,textiles,6094,63257.49,63717.01,6034.7,6131.06,6075.95,64509.19,62741.94,63966.85,Rotterdam,Rotterdam,Rotterdam → India,15,2175,94,1,15,1,,0,1,1,26,0,normal,,
SHP0000965,COMP00072,gold,70,2417353.27,3643394.43,44.83,84.71,70.65,1794706.3,3115091.77,2972464.49,Rotterdam,Rotterdam,Rotterdam → India,38,597,43,0,4,41,COMP00051,0,6,0,85,1,undervaluation,,
SHP0000782,COMP00053,electronics,1591,440928.86,458309.49,1445.71,1630.64,1682.05,405244.53,432156.21,488052.75,Rotterdam,Malaysia,Rotterdam → India,29,86,27,0,7,4,,0,2,0,60,1,origin_fraud,,
SHP0000960,COMP00026,chemicals,6393,111823.61,214559.07,3894.43,8038.11,7369.1,83395.26,176049.33,146192.69,Rotterdam,Vietnam,Rotterdam → India,49,125,31,0,5,16,COMP00009,1,3,0,73,1,undervaluation,,
SHP0000842,COMP00127,gold,55,4367685.74,2966428.22,52.84,54.6,52.79,4419701.86,4212061.43,4377457.68,Mumbai,Mumbai,Mumbai → Singapore,30,2802,62,1,17,3,,0,2,1,46,1,overvaluation,,
SHP0000316,COMP00125,chemicals,8757,659428.49,650857.54,8774.68,8807.79,8693.24,661531.57,657392.5,667757.58,Mumbai,Mumbai,Mumbai → Singapore,20,194,76,0,13,1,,0,1,1,8,0,normal,,
SHP0000453,COMP00021,electronics,200,26508.13,25200.86,199.74,200.74,197.81,26117.73,26713.33,26269.58,Hong Kong,Hong Kong,Hong Kong → India,30,172,51,1,11,3,,0,1,1,9,0,normal,,
SHP0000092,COMP00035,chemicals,2872,551309.82,567127.09,2850.79,2882.81,2864.83,545899.72,555068.34,541131.02,Shanghai,Shanghai,Shanghai → India,20,2699,89,1,17,1,,0,1,1,15,0,normal,,
SHP0000233,COMP00031,gold,79,3236879.11,3263102.72,78.77,79.08,79.07,3217484.12,3248368.31,3270348.68,Istanbul,Istanbul,Istanbul → India,40,2660,75,1,9,3,,0,1,1,16,0,normal,,
SHP0000732,COMP00005,electronics,2577,1206467.49,1159042.03,2413.09,2621.4,2945.72,1055146.34,1190233.11,1316475.23,Bangkok,Vietnam,Bangkok → India,39,201,66,1,14,4,,0,2,1,41,1,origin_fraud,,
SHP0000899,COMP00060,gold,1,63723.41,48620.06,1.04,0.98,1.0,63630.2,62792.45,66217.9,Dubai,Dubai,Dubai → India,49,237,65,1,8,4,,0,2,1,62,1,overvaluation,,
SHP0000873,COMP00100,textiles,15672,245241.98,342244.08,16290.65,15666.87,15828.74,237414.31,246246.06,239715.41,Rotterdam,Rotterdam,Rotterdam → India,29,175,40,0,16,4,,0,3,1,44,1,undervaluation,,
SHP0000318,COMP00089,machinery,7219,1108185.98,1096765.9,7206.12,7206.72,7285.56,1092022.22,1101484.54,1094024.17,Singapore,Singapore,Singapore → India,25,155,58,1,12,1,,0,1,1,22,0,normal,,
SHP0000804,COMP00029,chemicals,2230,193801.53,241706.22,2238.17,2290.46,2265.96,192044.62,201464.69,187262.03,Istanbul,Istanbul,Istanbul → India,54,309,71,1,12,3,COMP00007,0,1,0,47,1,undervaluation,,
SHP0000655,COMP00060,gold,6,314127.23,311383.39,5.64,5.85,6.81,292180.8,302057.12,340674.96,Hong Kong,Hong Kong,Hong Kong → India,36,237,65,1,11,6,,0,2,1,42,1,document_inconsistency,,
SHP0000746,COMP00145,textiles,3839,112487.74,111611.09,3388.26,3729.01,4262.37,106705.78,117062.02,132659.37,Hong Kong,Hong Kong,Hong Kong → India,36,558,43,0,19,4,,0,1,1,64,1,document_inconsistency,,
SHP0000699,COMP00108,machinery,3489,566842.31,985964.87,3649.36,3439.27,3337.54,547969.62,594778.05,570414.15,Antwerp,Antwerp,Antwerp → India,32,580,62,1,10,5,,0,2,1,57,1,undervaluation,,
SHP0000446,COMP00043,textiles,2751,97048.2,97021.31,2800.55,2739.99,2698.09,96784.19,96141.79,98810.35,Istanbul,Istanbul,Istanbul → India,40,201,77,1,11,3,,0,1,1,18,0,normal,,
SHP0000578,COMP00025,gold,61,3040078.74,3126502.04,61.2,60.49,61.65,2987765.0,3038783.77,3000235.37,Singapore,Singapore,Singapore → India,25,404,54,0,16,2,,0,1,1,12,0,normal,,
SHP0000652,COMP00025,electronics,107,20263.46,20193.8,105.11,110.63,104.84,20587.2,19527.86,20642.12,Antwerp,Antwerp,Antwerp → India,27,404,54,0,3,10,,0,2,1,36,1,behavioral_anomaly,,
SHP0000743,COMP00128,machinery,3942,683706.1,541169.05,4045.79,4029.75,3825.52,672628.01,681644.41,672137.31,Rotterdam,Malaysia,Rotterdam → India,20,290,73,1,16,3,,0,2,1,39,1,origin_fraud,,
SHP0000468,COMP00028,electronics,178,46410.88,48049.78,181.09,179.54,175.33,46191.92,45972.97,47070.22,Hong Kong,Hong Kong,Hong Kong → India,30,31,51,1,12,1,,0,1,1,23,0,normal,,
SHP0000612,COMP00095,electronics,1284,601813.2,642366.72,1347.62,1222.7,1234.29,608401.11,621105.91,588888.92,Antwerp,UAE,Antwerp → India,23,537,67,1,16,3,,0,2,0,37,1,origin_fraud,,
SHP0000606,COMP00026,electronics,3814,1083958.79,1162179.61,3243.98,3452.72,4352.47,1005407.76,1048844.93,1260689.08,Chennai,Chennai,Chennai → Dubai,30,125,31,0,12,6,,0,2,1,37,1,document_inconsistency,,
SHP0000182,COMP00073,textiles,2795,30863.42,32276.76,2798.32,2780.57,2795.07,31085.17,30601.85,30585.28,Hong Kong,Hong Kong,Hong Kong → India,30,2379,88,0,16,2,,0,1,1,18,0,normal,,
SHP0000553,COMP00013,chemicals,5434,927807.47,910166.66,5435.63,5423.27,5511.18,925280.81,925693.91,934852.26,Rotterdam,Rotterdam,Rotterdam → India,15,232,68,1,14,2,,0,1,1,15,0,normal,,
SHP0000139,COMP00030,textiles,10788,57660.58,56040.71,10588.09,10703.43,10718.47,58358.47,57743.67,57689.8,Mumbai,Mumbai,Mumbai → Singapore,20,618,56,1,12,2,,0,1,1,13,0,normal,,
SHP0000724,COMP00057,textiles,11445,89362.38,72839.39,11624.91,11375.22,10924.12,93116.62,89096.94,85153.38,Istanbul,Istanbul,Istanbul → India,53,623,44,0,14,6,COMP00029,1,3,1,48,1,overvaluation,,
SHP0000825,COMP00092,electronics,4453,1807231.4,1445461.08,4451.67,4244.63,4503.01,1846299.02,1792186.03,1853730.66,Istanbul,Istanbul,Istanbul → India,45,328,50,0,14,5,,0,3,1,66,1,overvaluation,,
SHP0000279,COMP00035,chemicals,271,44854.03,46305.61,269.75,270.78,268.87,45630.1,44511.92,45632.25,Shanghai,Shanghai,Shanghai → India,20,2699,89,1,15,1,,0,1,1,6,0,normal,,
SHP0000876,COMP00092,gold,98,4813595.24,4400787.78,100.93,95.48,100.21,4605815.62,5032661.26,4665825.08,Singapore,Singapore,Singapore → India,36,328,50,0,4,12,,0,2,1,46,1,behavioral_anomaly,,
SHP0000479,COMP00120,chemicals,7335,1188303.11,1156657.46,7375.84,7296.22,7397.69,1206064.82,1179433.66,1205728.18,Antwerp,Antwerp,Antwerp → India,18,286,56,1,14,3,,0,1,1,20,0,normal,,
SHP0000788,COMP00089,chemicals,263,44913.87,39436.48,257.38,255.08,274.48,42751.38,44634.4,42765.31,Hong Kong,Hong Kong,Hong Kong → India,42,155,58,1,14,3,,0,3,1,44,1,overvaluation,,
SHP0000854,COMP00008,chemicals,6733,257615.85,369101.29,6616.77,6922.16,6962.22,253071.75,266340.2,247403.35,Mumbai,Malaysia,Mumbai → Singapore,29,2791,68,0,10,6,,0,3,1,50,1,origin_fraud,,
SHP0000366,COMP00128,machinery,7068,1236908.16,1278962.76,7022.57,7097.53,7207.6,1227736.68,1241213.03,1253943.59,Mumbai,Mumbai,Mumbai → Singapore,20,290,73,1,17,3,,0,1,1,28,0,normal,,
SHP0000036,COMP00147,machinery,862,81412.72,84914.2,848.41,865.43,851.28,82655.52,82163.86,81300.27,Istanbul,Istanbul,Istanbul → India,40,2618,74,1,16,2,,0,1,1,14,0,normal,,
SHP0000030,COMP00136,gold,11,638819.27,670069.34,11.11,10.9,10.96,647451.65,635376.92,647268.1,Bangkok,Bangkok,Bangkok → India,28,2188,64,0,10,3,,0,1,1,6,0,normal,,
SHP0000175,COMP00091,gold,35,1745005.21,1728303.72,35.04,35.07,34.31,1742499.04,1761181.38,1746333.67,Antwerp,Antwerp,Antwerp → India,18,146,51,1,15,3,,0,1,1,20,0,normal,,
SHP0000540,COMP00065,textiles,17191,261721.72,259272.17,17432.54,17293.62,17030.89,259047.35,260294.41,260038.72,Shanghai,Shanghai,Shanghai → India,20,397,78,1,13,2,,0,1,1,22,0,normal,,
SHP0000827,COMP00053,machinery,12076,1335655.9,1017773.19,12126.23,12287.56,12236.99,1330645.88,1343142.58,1306920.08,Dubai,Dubai,Dubai → India,48,86,27,0,8,5,,0,2,1,52,1,overvaluation,,
SHP0000130,COMP00005,electronics,2697,410021.33,405167.17,2656.96,2692.29,2729.62,409678.06,406068.73,408732.95,Singapore,Singapore,Singapore → India,25,201,66,1,9,2,,0,1,1,27,0,normal,,
SHP0000642,COMP00040,chemicals,945,26744.06,19713.49,989.71,916.06,930.43,26363.87,25429.46,27651.24,Antwerp,Antwerp,Antwerp → India,29,332,57,1,15,6,,0,2,1,37,1,overvaluation,,
SHP0000989,COMP00149,textiles,8791,149781.35,168956.92,7462.7,10278.04,8648.77,119902.31,227005.67,184530.33,Mumbai,Belgium,Mumbai → Singapore,50,377,47,0,5,35,COMP00056,1,3,0,88,1,origin_fraud,,
SHP0000291,COMP00029,textiles,17896,678295.63,708598.9,18097.59,17829.32,17715.52,683660.03,676452.2,680092.16,Istanbul,Istanbul,Istanbul → India,40,309,71,1,9,2,,0,1,1,19,0,normal,,
SHP0000254,COMP00043,machinery,13273,3195476.44,3132724.93,13173.02,13141.1,13100.05,3243460.43,3191753.49,3257370.84,Istanbul,Istanbul,Istanbul → India,40,201,77,1,13,3,,0,1,1,14,0,normal,,
SHP0000824,COMP00010,textiles,3542,160213.36,174194.95,3650.87,3590.03,3472.48,167950.78,156594.72,155449.53,Hong Kong,Thailand,Hong Kong → India,41,214,79,1,9,5,,0,1,0,67,1,origin_fraud,,
SHP0000317,COMP00047,gold,14,605338.44,614908.98,14.28,13.99,13.92,602934.14,600679.1,614618.85,Bangkok,Bangkok,Bangkok → India,28,552,76,1,13,2,,0,1,1,19,0,normal,,
SHP0000400,COMP00101,chemicals,2882,163225.75,167617.52,2873.41,2885.77,2826.78,160186.04,163048.9,165293.2,Rotterdam,Rotterdam,Rotterdam → India,15,1970,86,1,17,1,,0,1,1,16,0,normal,,
SHP0000671,COMP00054,electronics,1571,536182.03,804005.3,1619.83,1646.56,1638.01,557528.71,548600.24,529050.71,Istanbul,UAE,Istanbul → India,54,650,41,0,9,4,,0,2,1,46,1,origin_fraud,,
SHP0000087,COMP00038,machinery,14274,4219298.9,4109251.19,14069.74,14165.91,14161.68,4151966.62,4235514.62,4145426.03,Dubai,Dubai,Dubai → India,35,1884,92,1,14,3,,0,1,1,12,0,normal,,
SHP0000914,COMP00064,chemicals,8342,436570.97,464986.92,6406.88,10119.25,7464.84,353054.78,656917.99,406171.27,Chennai,Vietnam,Chennai → Dubai,58,58,49,0,23,31,COMP00071,1,7,0,88,1,origin_fraud,,
SHP0000633,COMP00010,chemicals,9201,1281027.03,1193477.3,9374.09,8858.9,9132.32,1248643.44,1312844.57,1250543.07,Chennai,Chennai,Chennai → Dubai,31,214,79,1,5,9,,0,3,0,50,1,behavioral_anomaly,,
SHP0000269,COMP00084,gold,42,1968444.83,2034303.44,42.73,41.74,41.79,2002194.25,1951193.71,1936348.2,Bangkok,Bangkok,Bangkok → India,28,373,77,1,11,3,,0,1,1,28,0,normal,,
SHP0000107,COMP00120,chemicals,8823,769570.89,740510.1,8906.11,8776.39,8777.62,756104.7,774209.35,777777.24,Chennai,Chennai,Chennai → Dubai,25,286,56,1,15,2,,0,1,1,17,0,normal,,
SHP0000086,COMP00074,machinery,3219,284335.27,287735.58,3238.34,3196.6,3162.52,287528.49,284106.67,279310.09,Chennai,Chennai,Chennai → Dubai,25,2622,94,1,17,1,,0,1,1,28,0,normal,,
SHP0000537,COMP00062,textiles,12555,519106.65,505939.42,12335.67,12462.52,12735.16,521884.56,516544.35,520254.83,Singapore,Singapore,Singapore → India,25,1871,60,1,14,2,,0,1,1,5,0,normal,,
SHP0000793,COMP00059,textiles,11464,164063.92,177196.74,11490.35,11022.07,11350.33,159252.92,159136.84,164168.42,Istanbul,Istanbul,Istanbul → India,52,448,69,0,2,10,,0,2,1,48,1,behavioral_anomaly,,
SHP0000027,COMP00038,machinery,14085,3993777.5,4113104.88,14365.54,14042.95,14235.53,3978110.86,3992170.05,4014146.64,Mumbai,Mumbai,Mumbai → Singapore,20,1884,92,1,16,3,,0,1,1,29,0,normal,,
SHP0000881,COMP00042,chemicals,1999,68452.3,70594.47,1702.84,2048.54,2133.87,61713.15,64292.04,79294.94,Rotterdam,Rotterdam,Rotterdam → India,29,374,51,1,16,6,,0,3,1,63,1,document_inconsistency,,
SHP0000849,COMP00090,electronics,3914,1088890.59,1511923.71,3893.68,3853.79,3850.7,1122436.88,1048003.32,1140133.79,Rotterdam,Netherlands,Rotterdam → India,25,369,64,1,15,5,,0,1,0,49,1,origin_fraud,,
SHP0000812,COMP00001,machinery,3824,772349.89,731308.0,3471.79,3812.82,4277.87,716462.91,731184.33,876745.75,Singapore,Netherlands,Singapore → India,36,132,27,0,8,5,,0,3,1,57,1,origin_fraud,,
SHP0000066,COMP00128,electronics,554,29135.63,28624.55,551.04,552.85,558.33,29005.75,29105.73,28829.76,Shanghai,Shanghai,Shanghai → India,20,290,73,1,12,2,,0,1,1,15,0,normal,,
SHP0000098,COMP00034,electronics,3797,1801236.53,1754529.15,3739.51,3774.03,3855.77,1811742.12,1793523.88,1824000.34,Istanbul,Istanbul,Istanbul → India,40,668,57,1,16,1,,0,1,1,16,0,normal,,
SHP0000106,COMP00046,machinery,661,126799.38,128094.58,648.39,658.65,664.61,125019.12,127294.95,128046.71,Hong Kong,Hong Kong,Hong Kong → India,30,1945,76,1,17,1,,0,1,1,8,0,normal,,
SHP0000407,COMP00044,textiles,4522,207771.69,212285.78,4536.84,4548.93,4587.91,207413.39,207668.25,206824.67,Singapore,Singapore,Singapore → India,25,2804,89,1,17,2,,0,1,1,21,0,normal,,
SHP0000171,COMP00116,chemicals,1324,145299.39,143630.19,1343.37,1323.36,1303.4,146080.66,146086.28,142410.15,Chennai,Chennai,Chennai → Dubai,25,1396,78,1,16,1,,0,1,1,22,0,normal,,
SHP0000838,COMP00062,textiles,12665,615406.47,564185.67,11204.79,12194.64,13319.68,545555.2,579132.25,692889.49,Dubai,Vietnam,Dubai → India,43,1871,60,1,9,4,,0,2,0,59,1,origin_fraud,,
SHP0000803,COMP00091,gold,82,3693039.51,3897857.07,77.55,82.37,90.99,3309106.02,3525602.56,4073240.56,Dubai,Dubai,Dubai → India,49,146,51,1,11,4,,0,2,1,50,1,document_inconsistency,,
SHP0000258,COMP00066,chemicals,1830,169274.36,177234.24,1861.65,1838.84,1813.85,166780.3,170475.2,167008.13,Antwerp,Antwerp,Antwerp → India,18,2515,64,1,16,3,,0,1,1,17,0,normal,,
SHP0000678,COMP00051,machinery,12221,2434398.56,1661337.82,12246.51,12632.1,12624.53,2545439.48,2482666.01,2363258.28,Chennai,Chennai,Chennai → Dubai,36,283,68,1,16,3,,0,2,0,56,1,overvaluation,,
SHP0000927,COMP00052,electronics,1050,324774.86,101427.11,846.93,1276.26,1168.98,269862.69,433876.74,341671.55,Dubai,Malaysia,Dubai → India,62,55,26,0,1,32,,1,5,0,96,1,overvaluation,,
SHP0000129,COMP00128,machinery,12065,2835240.71,2949673.25,11936.03,12139.17,11852.22,2880473.84,2843790.01,2877681.62,Bangkok,Bangkok,Bangkok → India,28,290,73,1,9,3,,0,1,1,6,0,normal,,
SHP0000024,COMP00040,electronics,728,275883.35,267402.67,716.8,726.86,736.6,278587.72,273427.34,275388.35,Antwerp,Antwerp,Antwerp → India,18,332,57,1,14,3,,0,1,1,21,0,normal,,
SHP0000946,COMP00091,chemicals,9854,374856.86,412998.69,6592.51,12425.02,7412.38,251778.16,567007.02,302176.44,Antwerp,Netherlands,Antwerp → India,55,146,51,1,5,28,COMP00057,1,5,0,97,1,origin_fraud,,
SHP0000747,COMP00139,chemicals,1592,284083.87,310270.95,1654.57,1626.89,1605.53,289460.49,296558.25,276981.74,Singapore,Belgium,Singapore → India,33,438,49,0,11,6,,0,2,1,57,1,origin_fraud,,
SHP0000424,COMP00069,chemicals,517,10592.02,10962.68,514.54,516.96,506.82,10588.67,10695.08,10498.08,Singapore,Singapore,Singapore → India,25,559,76,1,13,3,,0,1,1,18,0,normal,,
SHP0000830,COMP00096,gold,54,3148235.02,3379807.88,53.3,51.68,56.13,3270446.34,3259917.44,3256874.83,Antwerp,Antwerp,Antwerp → India,27,165,55,1,1,14,,0,2,1,49,1,behavioral_anomaly,,
SHP0000534,COMP00077,gold,10,489960.8,502521.24,10.12,10.0,10.16,485407.47,489084.74,497772.67,Mumbai,Mumbai,Mumbai → Singapore,20,1126,71,1,17,3,,0,1,1,29,0,normal,,
SHP0000602,COMP00014,textiles,16658,101803.34,108120.42,15053.13,15687.38,17593.53,88187.13,105290.62,117369.44,Chennai,Chennai,Chennai → Dubai,30,700,47,0,15,4,,0,2,1,51,1,document_inconsistency,,
SHP0000372,COMP00074,textiles,15414,210258.12,202815.42,15684.09,15542.75,15652.9,211313.06,211554.44,206633.58,Singapore,Singapore,Singapore → India,25,2622,94,1,12,2,,0,1,1,24,0,normal,,
SHP0000456,COMP00033,chemicals,5760,214275.68,222806.99,5860.32,5815.27,5844.91,211481.19,212330.9,214957.91,Dubai,Dubai,Dubai → India,35,2716,79,1,17,2,,0,1,1,20,0,normal,,
SHP0000278,COMP00107,chemicals,2228,362957.44,350555.33,2188.06,2230.55,2197.35,367815.13,361929.07,368951.94,Singapore,Singapore,Singapore → India,25,997,64,0,14,2,,0,1,1,19,0,normal,,
SHP0000405,COMP00148,chemicals,2993,258845.84,263084.25,2947.3,3020.17,3036.77,259645.32,259746.82,253841.42,Shanghai,Shanghai,Shanghai → India,20,404,79,1,12,3,,0,1,1,26,0,normal,,
SHP0000661,COMP00132,textiles,18243,1115919.12,807859.96,18399.64,19111.51,18301.93,1161149.76,1069389.62,1081443.01,Bangkok,Bangkok,Bangkok → India,33,91,28,0,10,5,,0,3,1,60,1,overvaluation,,
SHP0000620,COMP00117,textiles,10410,364983.71,341382.57,9452.52,10780.65,11263.81,334699.33,338772.6,417438.92,Antwerp,Belgium,Antwerp → India,28,713,44,0,15,5,,0,2,1,48,1,origin_fraud,,
SHP0000274,COMP00059,electronics,2087,650387.87,624753.04,2118.14,2087.97,2103.67,648068.77,651175.88,661903.88,Bangkok,Bangkok,Bangkok → India,28,448,69,0,10,3,,0,1,1,9,0,normal,,
SHP0000728,COMP00145,gold,63,2925821.52,2971806.87,54.02,65.61,68.45,2753954.15,2975789.49,3403653.79,Shanghai,Shanghai,Shanghai → India,27,558,43,0,17,4,,0,1,1,64,1,document_inconsistency,,
SHP0000299,COMP00109,electronics,2276,246100.47,236245.29,2285.39,2277.07,2253.57,245814.5,246062.24,243098.13,Shanghai,Shanghai,Shanghai → India,20,1164,93,1,15,1,,0,1,1,14,0,normal,,
SHP0000669,COMP00008,electronics,3588,1024710.26,964193.73,3528.73,3527.11,3415.68,987327.09,1044712.24,985796.99,Antwerp,Antwerp,Antwerp → India,32,2791,68,0,0,13,COMP00024,0,1,1,50,1,behavioral_anomaly,,
SHP0000325,COMP00093,machinery,5175,433877.85,423658.8,5175.73,5130.3,5116.66,441433.89,433583.82,432930.03,Rotterdam,Rotterdam,Rotterdam → India,15,2824,73,1,9,3,,0,1,1,20,0,normal,,
SHP0000940,COMP00105,textiles,4392,158227.62,187857.84,3512.36,5200.81,3990.49,133114.55,220867.11,123124.22,Chennai,Chennai,Chennai → Dubai,45,142,50,0,0,29,,1,6,0,84,1,behavioral_anomaly,,
SHP0000234,COMP00136,electronics,3712,831410.34,844919.42,3689.28,3703.89,3661.32,823369.97,833163.15,829187.58,Hong Kong,Hong Kong,Hong Kong → India,30,2188,64,0,16,2,,0,1,1,9,0,normal,,
SHP0000843,COMP00032,electronics,2137,572326.05,627071.26,2216.95,2106.88,2039.87,592107.14,595862.06,590676.39,Istanbul,Vietnam,Istanbul → India,47,153,39,0,12,4,,0,2,1,36,1,origin_fraud,,
SHP0000166,COMP00075,machinery,8744,2160369.56,2171711.71,8751.05,8681.55,8840.31,2140615.95,2160226.78,2141727.65,Hong Kong,Hong Kong,Hong Kong → India,30,2417,91,1,10,2,,0,1,1,15,0,normal,,
SHP0000082,COMP00043,electronics,361,167405.23,167354.4,368.11,363.54,356.79,170288.59,166120.78,169530.94,Chennai,Chennai,Chennai → Dubai,25,201,77,1,13,2,,0,1,1,18,0,normal,,
SHP0000074,COMP00119,machinery,1130,197237.76,190895.5,1121.51,1123.9,1116.72,198326.2,196278.73,198279.3,Antwerp,Antwerp,Antwerp → India,18,3571,81,0,9,1,,0,1,1,6,0,normal,,
SHP0000415,COMP00047,textiles,6599,126968.53,121724.31,6547.06,6660.58,6716.38,126129.92,127148.45,129048.76,Rotterdam,Rotterdam,Rotterdam → India,15,552,76,1,9,2,,0,1,1,23,0,normal,,
SHP0000828,COMP00098,machinery,13555,2648647.79,2433689.02,13899.68,12905.05,13215.28,2752121.63,2706529.04,2535542.14,Dubai,Thailand,Dubai → India,47,1119,64,1,8,4,,0,2,1,62,1,origin_fraud,,
SHP0000844,COMP00123,gold,61,2748588.28,3147839.63,63.49,59.84,63.91,2688465.67,2873219.12,2625876.09,Chennai,Singapore,Chennai → Dubai,37,705,46,0,14,5,,0,2,1,58,1,origin_fraud,,
SHP0000749,COMP00005,machinery,2917,168033.84,218060.73,2919.38,2789.52,3014.47,172814.5,162746.72,170291.03,Rotterdam,Rotterdam,Rotterdam → India,23,201,66,1,7,6,,0,1,0,45,1,undervaluation,,
SHP0000809,COMP00060,electronics,2288,1032064.63,1094790.36,2215.71,2241.31,2337.66,989158.66,1064250.77,1054657.24,Dubai,Dubai,Dubai → India,43,237,65,1,23,12,COMP00130,1,2,1,63,1,behavioral_anomaly,,
SHP0000346,COMP00097,machinery,1048,99086.22,101643.04,1058.9,1044.07,1044.26,97935.59,100030.63,99663.31,Singapore,Singapore,Singapore → India,25,380,52,1,17,2,,0,1,1,23,0,normal,,
SHP0000656,COMP00099,gold,71,3984657.38,3867888.97,72.01,69.19,68.23,4101959.41,3824860.12,3893560.7,Istanbul,UAE,Istanbul → India,50,39,52,1,16,5,,0,2,1,46,1,origin_fraud,,
SHP0000172,COMP00078,machinery,11480,2892828.78,2994178.46,11347.75,11516.13,11467.27,2936817.91,2876382.51,2913404.11,Shanghai,Shanghai,Shanghai → India,20,255,53,1,14,2,,0,1,1,13,0,normal,,
SHP0000149,COMP00114,gold,38,2163826.01,2170552.34,38.52,38.06,38.09,2129659.99,2149430.5,2204681.23,Mumbai,Mumbai,Mumbai → Singapore,20,290,55,0,11,3,,0,1,1,7,0,normal,,
SHP0000647,COMP00058,machinery,7039,1254359.39,1982644.87,6908.15,7132.95,6761.52,1270483.43,1203562.88,1203552.02,Singapore,Singapore,Singapore → India,33,132,49,0,11,5,,0,2,1,49,1,undervaluation,,
SHP0000475,COMP00077,machinery,13941,3058211.54,2909696.52,13689.79,13968.7,13852.71,3113665.03,3082872.39,3084353.9,Shanghai,Shanghai,Shanghai → India,20,1126,71,1,16,2,,0,1,1,29,0,normal,,
SHP0000294,COMP00108,gold,47,2378144.15,2297612.43,47.14,47.29,47.49,2345221.11,2361461.44,2356091.56,Istanbul,Istanbul,Istanbul → India,40,580,62,1,12,2,,0,1,1,20,0,normal,,
SHP0000906,COMP00008,textiles,16544,451760.47,204028.67,14013.61,20458.16,17530.48,376897.54,572297.71,543175.06,Dubai,Malaysia,Dubai → India,61,2791,68,0,0,42,COMP00024,1,7,0,91,1,overvaluation,,
SHP0000817,COMP00028,electronics,4342,1693612.75,1399645.65,4418.16,4265.42,4159.48,1707743.52,1769464.61,1691084.52,Chennai,Chennai,Chennai → Dubai,35,31,51,1,18,3,,0,3,0,51,1,overvaluation,,
SHP0000910,COMP00100,electronics,617,76134.11,119520.46,433.42,807.36,440.83,62768.07,107179.86,78172.04,Singapore,Singapore,Singapore → India,45,175,40,0,3,17,,1,7,0,81,1,undervaluation,,
SHP0000458,COMP00021,electronics,2381,294477.39,288570.85,2342.92,2370.13,2411.09,293044.06,292053.23,292618.95,Chennai,Chennai,Chennai → Dubai,25,172,51,1,17,2,,0,1,1,8,0,normal,,
SHP0000929,COMP00053,machinery,13243,785915.96,517202.23,11150.5,16289.07,9565.53,542452.28,948590.54,655973.53,Chennai,Chennai,Chennai → Dubai,47,86,27,0,23,49,COMP00009,0,3,1,83,1,overvaluation,,
SHP0000500,COMP00034,textiles,12382,251882.71,261945.75,12600.36,12424.31,12463.44,251406.7,253573.05,256533.6,Istanbul,Istanbul,Istanbul → India,40,668,57,1,16,2,,0,1,1,5,0,normal,,
SHP0000523,COMP00095,textiles,11266,328615.2,336410.58,11323.37,11259.62,11473.2,330930.72,331295.06,331635.44,Bangkok,Bangkok,Bangkok → India,28,537,67,1,15,3,,0,1,1,10,0,normal,,
SHP0000948,COMP00014,chemicals,5435,851143.85,771408.5,3466.29,7202.33,4644.72,707018.77,1065375.97,785453.11,Singapore,Vietnam,Singapore → India,46,700,47,0,2,27,COMP00109,1,6,0,96,1,network_fraud,,
SHP0000333,COMP00010,machinery,4541,806803.09,804793.33,4617.73,4502.2,4501.15,801960.27,811360.33,822697.58,Singapore,Singapore,Singapore → India,25,214,79,1,11,2,,0,1,1,18,0,normal,,
SHP0000364,COMP00070,textiles,2910,49523.47,49695.12,2951.76,2899.87,2962.85,48774.44,49046.34,50324.04,Mumbai,Mumbai,Mumbai → Singapore,20,1921,88,0,9,1,,0,1,1,26,0,normal,,
SHP0000292,COMP00051,electronics,2002,562426.64,545241.56,1969.42,1998.42,1975.04,556167.55,560374.4,557013.59,Shanghai,Shanghai,Shanghai → India,20,283,68,1,10,2,,0,1,1,20,0,normal,,
SHP0000900,COMP00130,chemicals,4625,209464.01,204830.12,4121.59,4272.64,5282.99,178100.3,216600.72,247706.78,Hong Kong,Vietnam,Hong Kong → India,38,88,40,0,18,4,,0,2,0,40,1,origin_fraud,,
